MACROREGION_NAME,CATEGORY,SHOP_SKU,MARKET_SKU,OFFER_NAME,LENGTH,WIDTH,HEIGHT,VOLUME,TURNOVER,AMOUNT,MARKET_RECOMMENDATION,AVG_SOLD_VOLUME,AVG_SOLD_ITEMS,AVG_SOLD_VOLUME_ON_STOCK,ITEMS_ON_STOCK,_LOADED_AT,_SOURCE_FILE
Москва,"Одежда, обувь и аксессуары",ACC-005,100373922635,Accessorie #5,350,250,40,3.5,3912.0,-,,0.291667,0.083333,1141,326,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-04-30/turnover.csv
Санкт-Петербург,"Одежда, обувь и аксессуары",ACC-005,100373922635,Accessorie #5,350,250,40,3.5,3972.0,-,,0.291667,0.083333,1158,331,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-04-30/turnover.csv
Москва,"Одежда, обувь и аксессуары",T-S-001,100994134931,T-Shirt #1,350,250,40,3.5,5332.0,-,,0.225806,0.064516,1204,344,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-05-31/turnover.csv
Санкт-Петербург,"Одежда, обувь и аксессуары",T-S-001,100994134931,T-Shirt #1,350,250,40,3.5,3658.0,-,,0.225806,0.064516,826,236,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-05-31/turnover.csv
Москва,"Одежда, обувь и аксессуары",T-S-002,100023731241,T-Shirt #2,350,250,40,3.5,1037.684211,-,,1.072581,0.306452,1113,318,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-05-31/turnover.csv
Санкт-Петербург,"Одежда, обувь и аксессуары",T-S-002,100023731241,T-Shirt #2,350,250,40,3.5,933.263158,-,,1.072581,0.306452,1001,286,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-05-31/turnover.csv
Москва,"Одежда, обувь и аксессуары",T-S-003,100563929279,T-Shirt #3,350,250,40,3.5,2762.444444,-,,0.508065,0.145161,1404,401,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-05-31/turnover.csv
Санкт-Петербург,"Одежда, обувь и аксессуары",T-S-003,100563929279,T-Shirt #3,350,250,40,3.5,2631.555556,-,,0.508065,0.145161,1337,382,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-05-31/turnover.csv
Москва,"Одежда, обувь и аксессуары",T-S-004,100112648476,T-Shirt #4,350,250,40,3.5,2030.5,-,,0.451613,0.129032,917,262,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-05-31/turnover.csv
Санкт-Петербург,"Одежда, обувь и аксессуары",T-S-004,100112648476,T-Shirt #4,350,250,40,3.5,1922.0,-,,0.451613,0.129032,868,248,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-05-31/turnover.csv
Москва,"Одежда, обувь и аксессуары",T-S-005,100907478922,T-Shirt #5,350,250,40,3.5,2983.75,-,,0.451613,0.129032,1348,385,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-05-31/turnover.csv
Санкт-Петербург,"Одежда, обувь и аксессуары",T-S-005,100907478922,T-Shirt #5,350,250,40,3.5,2766.75,-,,0.451613,0.129032,1250,357,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-05-31/turnover.csv
Москва,"Одежда, обувь и аксессуары",T-S-006,100904405552,T-Shirt #6,350,250,40,3.5,3368.666667,-,,0.33871,0.096774,1141,326,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-05-31/turnover.csv
Санкт-Петербург,"Одежда, обувь и аксессуары",T-S-006,100904405552,T-Shirt #6,350,250,40,3.5,2676.333333,-,,0.33871,0.096774,906,259,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-05-31/turnover.csv
Москва,"Одежда, обувь и аксессуары",T-S-007,100680139942,T-Shirt #7,350,250,40,3.5,979.6,-,,1.129032,0.322581,1106,316,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-05-31/turnover.csv
Санкт-Петербург,"Одежда, обувь и аксессуары",T-S-007,100680139942,T-Shirt #7,350,250,40,3.5,905.2,-,,1.129032,0.322581,1022,292,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-05-31/turnover.csv
Москва,"Одежда, обувь и аксессуары",T-S-008,100251702583,T-Shirt #8,350,250,40,3.5,766.0,-,,1.75,0.5,1340,383,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-05-31/turnover.csv
Санкт-Петербург,"Одежда, обувь и аксессуары",T-S-008,100251702583,T-Shirt #8,350,250,40,3.5,612.0,-,,1.75,0.5,1071,306,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-05-31/turnover.csv
Москва,"Одежда, обувь и аксессуары",T-S-009,100013765025,T-Shirt #9,350,250,40,3.5,886.083333,-,,1.354839,0.387097,1200,343,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-05-31/turnover.csv
Санкт-Петербург,"Одежда, обувь и аксессуары",T-S-009,100013765025,T-Shirt #9,350,250,40,3.5,764.666667,-,,1.354839,0.387097,1036,296,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-05-31/turnover.csv
Москва,"Одежда, обувь и аксессуары",T-S-010,100415241284,T-Shirt #10,350,250,40,3.5,508.4,-,,1.975806,0.564516,1004,287,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-05-31/turnover.csv
Санкт-Петербург,"Одежда, обувь и аксессуары",T-S-010,100415241284,T-Shirt #10,350,250,40,3.5,449.942857,-,,1.975806,0.564516,889,254,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-05-31/turnover.csv
Москва,"Одежда, обувь и аксессуары",T-S-011,100875322066,T-Shirt #11,350,250,40,3.5,983.913043,-,,1.298387,0.370968,1278,365,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-05-31/turnover.csv
Санкт-Петербург,"Одежда, обувь и аксессуары",T-S-011,100875322066,T-Shirt #11,350,250,40,3.5,819.478261,-,,1.298387,0.370968,1064,304,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-05-31/turnover.csv
Москва,"Одежда, обувь и аксессуары",T-S-012,100140725608,T-Shirt #12,350,250,40,3.5,828.32,-,,1.41129,0.403226,1169,334,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-05-31/turnover.csv
Санкт-Петербург,"Одежда, обувь и аксессуары",T-S-012,100140725608,T-Shirt #12,350,250,40,3.5,677.04,-,,1.41129,0.403226,956,273,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-05-31/turnover.csv
Москва,"Одежда, обувь и аксессуары",HOO-001,100915290107,Hoodie #1,350,250,40,3.5,1661.6,-,,0.564516,0.16129,938,268,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-05-31/turnover.csv
Санкт-Петербург,"Одежда, обувь и аксессуары",HOO-001,100915290107,Hoodie #1,350,250,40,3.5,1940.6,-,,0.564516,0.16129,1096,313,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-05-31/turnover.csv
Москва,"Одежда, обувь и аксессуары",HOO-002,100944886337,Hoodie #2,350,250,40,3.5,4154.0,-,,0.282258,0.080645,1172,335,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-05-31/turnover.csv
Санкт-Петербург,"Одежда, обувь и аксессуары",HOO-002,100944886337,Hoodie #2,350,250,40,3.5,3397.6,-,,0.282258,0.080645,959,274,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-05-31/turnover.csv
Москва,"Одежда, обувь и аксессуары",HOO-003,100632289495,Hoodie #3,350,250,40,3.5,1899.454545,-,,0.620968,0.177419,1180,337,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-05-31/turnover.csv
Санкт-Петербург,"Одежда, обувь и аксессуары",HOO-003,100632289495,Hoodie #3,350,250,40,3.5,2198.181818,-,,0.620968,0.177419,1365,390,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-05-31/turnover.csv
Москва,"Одежда, обувь и аксессуары",HOO-004,100189397364,Hoodie #4,350,250,40,3.5,7729.333333,-,,0.169355,0.048387,1309,374,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-05-31/turnover.csv
Санкт-Петербург,"Одежда, обувь и аксессуары",HOO-004,100189397364,Hoodie #4,350,250,40,3.5,7729.333333,-,,0.169355,0.048387,1309,374,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-05-31/turnover.csv
Москва,"Одежда, обувь и аксессуары",HOO-005,100837022690,Hoodie #5,350,250,40,3.5,1178.0,-,,0.846774,0.241935,998,285,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-05-31/turnover.csv
Санкт-Петербург,"Одежда, обувь и аксессуары",HOO-005,100837022690,Hoodie #5,350,250,40,3.5,1475.6,-,,0.846774,0.241935,1250,357,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-05-31/turnover.csv
Москва,"Одежда, обувь и аксессуары",HOO-006,100833949272,Hoodie #6,350,250,40,3.5,5673.0,-,,0.225806,0.064516,1281,366,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-05-31/turnover.csv
Санкт-Петербург,"Одежда, обувь и аксессуары",HOO-006,100833949272,Hoodie #6,350,250,40,3.5,4665.5,-,,0.225806,0.064516,1054,301,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-05-31/turnover.csv
Москва,"Одежда, обувь и аксессуары",HOO-007,100756888782,Hoodie #7,350,250,40,3.5,1500.4,-,,0.846774,0.241935,1270,363,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-05-31/turnover.csv
Санкт-Петербург,"Одежда, обувь и аксессуары",HOO-007,100756888782,Hoodie #7,350,250,40,3.5,1508.666667,-,,0.846774,0.241935,1278,365,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-05-31/turnover.csv
Москва,"Одежда, обувь и аксессуары",HOO-008,100330810719,Hoodie #8,350,250,40,3.5,2194.8,-,,0.564516,0.16129,1239,354,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-05-31/turnover.csv
Санкт-Петербург,"Одежда, обувь и аксессуары",HOO-008,100330810719,Hoodie #8,350,250,40,3.5,2132.8,-,,0.564516,0.16129,1204,344,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-05-31/turnover.csv
Москва,"Одежда, обувь и аксессуары",CAP-001,100962765858,Cap #1,350,250,40,3.5,2374.6,-,,0.564516,0.16129,1340,383,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-05-31/turnover.csv
Санкт-Петербург,"Одежда, обувь и аксессуары",CAP-001,100962765858,Cap #1,350,250,40,3.5,1562.4,-,,0.564516,0.16129,882,252,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-05-31/turnover.csv
Москва,"Одежда, обувь и аксессуары",CAP-002,100966756760,Cap #2,350,250,40,3.5,688.642857,-,,1.580645,0.451613,1088,311,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-05-31/turnover.csv
Санкт-Петербург,"Одежда, обувь и аксессуары",CAP-002,100966756760,Cap #2,350,250,40,3.5,737.357143,-,,1.580645,0.451613,1166,333,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-05-31/turnover.csv
Москва,"Одежда, обувь и аксессуары",CAP-003,100037577486,Cap #3,350,250,40,3.5,2046.0,-,,0.620968,0.177419,1270,363,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-05-31/turnover.csv
Санкт-Петербург,"Одежда, обувь и аксессуары",CAP-003,100037577486,Cap #3,350,250,40,3.5,1566.909091,-,,0.620968,0.177419,973,278,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-05-31/turnover.csv
Москва,"Одежда, обувь и аксессуары",CAP-004,100623141549,Cap #4,350,250,40,3.5,797.733333,-,,1.693548,0.483871,1351,386,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-05-31/turnover.csv
Санкт-Петербург,"Одежда, обувь и аксессуары",CAP-004,100623141549,Cap #4,350,250,40,3.5,735.733333,-,,1.693548,0.483871,1246,356,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-05-31/turnover.csv
Москва,"Одежда, обувь и аксессуары",CAP-005,100948856891,Cap #5,350,250,40,3.5,967.2,-,,1.129032,0.322581,1092,312,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-05-31/turnover.csv
Санкт-Петербург,"Одежда, обувь и аксессуары",CAP-005,100948856891,Cap #5,350,250,40,3.5,1103.6,-,,1.129032,0.322581,1246,356,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-05-31/turnover.csv
Москва,"Одежда, обувь и аксессуары",ACC-001,100287596370,Accessorie #1,350,250,40,3.5,2710.285714,-,,0.395161,0.112903,1071,306,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-05-31/turnover.csv
Санкт-Петербург,"Одежда, обувь и аксессуары",ACC-001,100287596370,Accessorie #1,350,250,40,3.5,3782.0,-,,0.395161,0.112903,1494,427,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-05-31/turnover.csv
Москва,"Одежда, обувь и аксессуары",ACC-002,100284654312,Accessorie #2,350,250,40,3.5,1087.384615,-,,0.733871,0.209677,798,228,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-05-31/turnover.csv
Санкт-Петербург,"Одежда, обувь и аксессуары",ACC-002,100284654312,Accessorie #2,350,250,40,3.5,1292.461538,-,,0.733871,0.209677,948,271,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-05-31/turnover.csv
Москва,"Одежда, обувь и аксессуары",ACC-003,100280958590,Accessorie #3,350,250,40,3.5,2400.285714,-,,0.395161,0.112903,948,271,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-05-31/turnover.csv
Санкт-Петербург,"Одежда, обувь и аксессуары",ACC-003,100280958590,Accessorie #3,350,250,40,3.5,3055.714286,-,,0.395161,0.112903,1208,345,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-05-31/turnover.csv
Москва,"Одежда, обувь и аксессуары",ACC-004,100632545757,Accessorie #4,350,250,40,3.5,1093.454545,-,,1.241935,0.354839,1358,388,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-05-31/turnover.csv
Санкт-Петербург,"Одежда, обувь и аксессуары",ACC-004,100632545757,Accessorie #4,350,250,40,3.5,1017.363636,-,,1.241935,0.354839,1264,361,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-05-31/turnover.csv
Москва,"Одежда, обувь и аксессуары",ACC-005,100373922635,Accessorie #5,350,250,40,3.5,8122.0,-,,0.169355,0.048387,1376,393,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-05-31/turnover.csv
Санкт-Петербург,"Одежда, обувь и аксессуары",ACC-005,100373922635,Accessorie #5,350,250,40,3.5,8390.666667,-,,0.169355,0.048387,1421,406,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-05-31/turnover.csv
Москва,"Одежда, обувь и аксессуары",T-S-001,100994134931,T-Shirt #1,350,250,40,3.5,2436.0,-,,0.583333,0.166667,1421,406,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-06-30/turnover.csv
Санкт-Петербург,"Одежда, обувь и аксессуары",T-S-001,100994134931,T-Shirt #1,350,250,40,3.5,1836.0,-,,0.583333,0.166667,1071,306,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-06-30/turnover.csv
Москва,"Одежда, обувь и аксессуары",T-S-002,100023731241,T-Shirt #2,350,250,40,3.5,900.0,-,,1.341667,0.383333,1208,345,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-06-30/turnover.csv
Санкт-Петербург,"Одежда, обувь и аксессуары",T-S-002,100023731241,T-Shirt #2,350,250,40,3.5,826.956522,-,,1.341667,0.383333,1110,317,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-06-30/turnover.csv
Москва,"Одежда, обувь и аксессуары",T-S-003,100563929279,T-Shirt #3,350,250,40,3.5,3322.5,-,,0.466667,0.133333,1550,443,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-06-30/turnover.csv
Санкт-Петербург,"Одежда, обувь и аксессуары",T-S-003,100563929279,T-Shirt #3,350,250,40,3.5,3217.5,-,,0.466667,0.133333,1502,429,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-06-30/turnover.csv
Москва,"Одежда, обувь и аксессуары",T-S-004,100112648476,T-Shirt #4,350,250,40,3.5,2310.0,-,,0.466667,0.133333,1078,308,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-06-30/turnover.csv
Санкт-Петербург,"Одежда, обувь и аксессуары",T-S-004,100112648476,T-Shirt #4,350,250,40,3.5,2062.5,-,,0.466667,0.133333,962,275,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-06-30/turnover.csv
Москва,"Одежда, обувь и аксессуары",T-S-005,100907478922,T-Shirt #5,350,250,40,3.5,3142.5,-,,0.466667,0.133333,1466,419,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-06-30/turnover.csv
Санкт-Петербург,"Одежда, обувь и аксессуары",T-S-005,100907478922,T-Shirt #5,350,250,40,3.5,3037.5,-,,0.466667,0.133333,1418,405,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-06-30/turnover.csv
Москва,"Одежда, обувь и аксессуары",T-S-006,100904405552,T-Shirt #6,350,250,40,3.5,7140.0,-,,0.175,0.05,1250,357,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-06-30/turnover.csv
Санкт-Петербург,"Одежда, обувь и аксессуары",T-S-006,100904405552,T-Shirt #6,350,250,40,3.5,6560.0,-,,0.175,0.05,1148,328,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-06-30/turnover.csv
Москва,"Одежда, обувь и аксессуары",T-S-007,100680139942,T-Shirt #7,350,250,40,3.5,1420.0,-,,0.875,0.25,1242,355,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-06-30/turnover.csv
Санкт-Петербург,"Одежда, обувь и аксессуары",T-S-007,100680139942,T-Shirt #7,350,250,40,3.5,1452.0,-,,0.875,0.25,1270,363,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-06-30/turnover.csv
Москва,"Одежда, обувь и аксессуары",T-S-008,100251702583,T-Shirt #8,350,250,40,3.5,1010.769231,-,,1.516667,0.433333,1533,438,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-06-30/turnover.csv
Санкт-Петербург,"Одежда, обувь и аксессуары",T-S-008,100251702583,T-Shirt #8,350,250,40,3.5,851.538462,-,,1.516667,0.433333,1292,369,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-06-30/turnover.csv
Москва,"Одежда, обувь и аксессуары",T-S-009,100013765025,T-Shirt #9,350,250,40,3.5,891.111111,-,,1.575,0.45,1404,401,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-06-30/turnover.csv
Санкт-Петербург,"Одежда, обувь и аксессуары",T-S-009,100013765025,T-Shirt #9,350,250,40,3.5,726.666667,-,,1.575,0.45,1144,327,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-06-30/turnover.csv
Москва,"Одежда, обувь и аксессуары",T-S-010,100415241284,T-Shirt #10,350,250,40,3.5,371.320755,-,,3.091667,0.883333,1148,328,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-06-30/turnover.csv
Санкт-Петербург,"Одежда, обувь и аксессуары",T-S-010,100415241284,T-Shirt #10,350,250,40,3.5,302.264151,-,,3.091667,0.883333,934,267,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-06-30/turnover.csv
Москва,"Одежда, обувь и аксессуары",T-S-011,100875322066,T-Shirt #11,350,250,40,3.5,2060.0,-,,0.7,0.2,1442,412,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-06-30/turnover.csv
Санкт-Петербург,"Одежда, обувь и аксессуары",T-S-011,100875322066,T-Shirt #11,350,250,40,3.5,1820.0,-,,0.7,0.2,1274,364,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-06-30/turnover.csv
Москва,"Одежда, обувь и аксессуары",T-S-012,100140725608,T-Shirt #12,350,250,40,3.5,454.468085,-,,2.741667,0.783333,1246,356,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-06-30/turnover.csv
Санкт-Петербург,"Одежда, обувь и аксессуары",T-S-012,100140725608,T-Shirt #12,350,250,40,3.5,379.148936,-,,2.741667,0.783333,1040,297,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-06-30/turnover.csv
Москва,"Одежда, обувь и аксессуары",HOO-001,100915290107,Hoodie #1,350,250,40,3.5,2527.5,-,,0.466667,0.133333,1180,337,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-06-30/turnover.csv
Санкт-Петербург,"Одежда, обувь и аксессуары",HOO-001,100915290107,Hoodie #1,350,250,40,3.5,2670.0,-,,0.466667,0.133333,1246,356,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-06-30/turnover.csv
Москва,"Одежда, обувь и аксессуары",HOO-002,100944886337,Hoodie #2,350,250,40,3.5,23940.0,-,,0.058333,0.016667,1396,399,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-06-30/turnover.csv
Санкт-Петербург,"Одежда, обувь и аксессуары",HOO-002,100944886337,Hoodie #2,350,250,40,3.5,19500.0,-,,0.058333,0.016667,1138,325,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-06-30/turnover.csv
Москва,"Одежда, обувь и аксессуары",HOO-003,100632289495,Hoodie #3,350,250,40,3.5,7920.0,-,,0.175,0.05,1386,396,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-06-30/turnover.csv
Санкт-Петербург,"Одежда, обувь и аксессуары",HOO-003,100632289495,Hoodie #3,350,250,40,3.5,8660.0,-,,0.175,0.05,1516,433,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-06-30/turnover.csv
Москва,"Одежда, обувь и аксессуары",HOO-004,100189397364,Hoodie #4,350,250,40,3.5,2733.333333,-,,0.525,0.15,1435,410,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-06-30/turnover.csv
Санкт-Петербург,"Одежда, обувь и аксессуары",HOO-004,100189397364,Hoodie #4,350,250,40,3.5,2686.666667,-,,0.525,0.15,1410,403,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-06-30/turnover.csv
Москва,"Одежда, обувь и аксессуары",HOO-005,100837022690,Hoodie #5,350,250,40,3.5,985.263158,-,,1.108333,0.316667,1092,312,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-06-30/turnover.csv
Санкт-Петербург,"Одежда, обувь и аксессуары",HOO-005,100837022690,Hoodie #5,350,250,40,3.5,1320.0,-,,1.108333,0.316667,1463,418,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-06-30/turnover.csv
Москва,"Одежда, обувь и аксессуары",HOO-006,100833949272,Hoodie #6,350,250,40,3.5,3232.5,-,,0.466667,0.133333,1508,431,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-06-30/turnover.csv
Санкт-Петербург,"Одежда, обувь и аксессуары",HOO-006,100833949272,Hoodie #6,350,250,40,3.5,2700.0,-,,0.466667,0.133333,1260,360,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-06-30/turnover.csv
Москва,"Одежда, обувь и аксессуары",HOO-007,100756888782,Hoodie #7,350,250,40,3.5,1342.105263,-,,1.108333,0.316667,1488,425,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-06-30/turnover.csv
Санкт-Петербург,"Одежда, обувь и аксессуары",HOO-007,100756888782,Hoodie #7,350,250,40,3.5,1310.526316,-,,1.108333,0.316667,1452,415,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-06-30/turnover.csv
Москва,"Одежда, обувь и аксессуары",HOO-008,100330810719,Hoodie #8,350,250,40,3.5,4160.0,-,,0.35,0.1,1456,416,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-06-30/turnover.csv
Санкт-Петербург,"Одежда, обувь и аксессуары",HOO-008,100330810719,Hoodie #8,350,250,40,3.5,3990.0,-,,0.35,0.1,1396,399,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-06-30/turnover.csv
Москва,"Одежда, обувь и аксессуары",CAP-001,100962765858,Cap #1,350,250,40,3.5,8800.0,-,,0.175,0.05,1540,440,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-06-30/turnover.csv
Санкт-Петербург,"Одежда, обувь и аксессуары",CAP-001,100962765858,Cap #1,350,250,40,3.5,6400.0,-,,0.175,0.05,1120,320,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-06-30/turnover.csv
Москва,"Одежда, обувь и аксессуары",CAP-002,100966756760,Cap #2,350,250,40,3.5,1134.0,-,,1.166667,0.333333,1323,378,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-06-30/turnover.csv
Санкт-Петербург,"Одежда, обувь и аксессуары",CAP-002,100966756760,Cap #2,350,250,40,3.5,1095.0,-,,1.166667,0.333333,1278,365,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-06-30/turnover.csv
Москва,"Одежда, обувь и аксессуары",CAP-003,100037577486,Cap #3,350,250,40,3.5,4956.0,-,,0.291667,0.083333,1446,413,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-06-30/turnover.csv
Санкт-Петербург,"Одежда, обувь и аксессуары",CAP-003,100037577486,Cap #3,350,250,40,3.5,4164.0,-,,0.291667,0.083333,1214,347,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-06-30/turnover.csv
Москва,"Одежда, обувь и аксессуары",CAP-004,100623141549,Cap #4,350,250,40,3.5,1075.2,-,,1.458333,0.416667,1568,448,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-06-30/turnover.csv
Санкт-Петербург,"Одежда, обувь и аксессуары",CAP-004,100623141549,Cap #4,350,250,40,3.5,940.8,-,,1.458333,0.416667,1372,392,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-06-30/turnover.csv
Москва,"Одежда, обувь и аксессуары",CAP-005,100948856891,Cap #5,350,250,40,3.5,1810.0,-,,0.7,0.2,1267,362,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-06-30/turnover.csv
Санкт-Петербург,"Одежда, обувь и аксессуары",CAP-005,100948856891,Cap #5,350,250,40,3.5,2085.0,-,,0.7,0.2,1460,417,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-06-30/turnover.csv
Москва,"Одежда, обувь и аксессуары",ACC-001,100287596370,Accessorie #1,350,250,40,3.5,3540.0,-,,0.35,0.1,1239,354,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-06-30/turnover.csv
Санкт-Петербург,"Одежда, обувь и аксессуары",ACC-001,100287596370,Accessorie #1,350,250,40,3.5,4950.0,-,,0.35,0.1,1732,495,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-06-30/turnover.csv
Москва,"Одежда, обувь и аксессуары",ACC-002,100284654312,Accessorie #2,350,250,40,3.5,1325.0,-,,0.7,0.2,928,265,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-06-30/turnover.csv
Санкт-Петербург,"Одежда, обувь и аксессуары",ACC-002,100284654312,Accessorie #2,350,250,40,3.5,1615.0,-,,0.7,0.2,1130,323,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-06-30/turnover.csv
Москва,"Одежда, обувь и аксессуары",ACC-003,100280958590,Accessorie #3,350,250,40,3.5,784.615385,-,,1.516667,0.433333,1190,340,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-06-30/turnover.csv
Санкт-Петербург,"Одежда, обувь и аксессуары",ACC-003,100280958590,Accessorie #3,350,250,40,3.5,865.384615,-,,1.516667,0.433333,1312,375,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-06-30/turnover.csv
Москва,"Одежда, обувь и аксессуары",ACC-004,100632545757,Accessorie #4,350,250,40,3.5,4002.857143,-,,0.408333,0.116667,1634,467,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-06-30/turnover.csv
