SHOP_SKU,ARTICLE,MARKET_SKU,PRODUCT_NAME,VALID,RESERVED,AVAILABLE_FOR_ORDER,QUARANTINE,UTILIZATION,DEFECT,EXPIRED,LENGTH,WIDTH,HEIGHT,WEIGHT,WAREHOUSE,SELLING_STATUS,RECOMMENDATIONS,TURNOVER,_LOADED_AT,_SOURCE_FILE
ACC-002,ACC-002,100284654312,Accessorie #2,380,0,380,0,0,0,0,0,0,0,0,Демо-склад Санкт-Петербург,Продажи идут,,Нет продаж,2026-01-05T10:00:00+00:00,demo/stock_reports/2025-07-29/stocks_on_warehouses.csv
ACC-003,ACC-003,100280958590,Accessorie #3,432,0,432,0,0,0,0,0,0,0,0,Демо-склад Санкт-Петербург,Продажи идут,,Нет продаж,2026-01-05T10:00:00+00:00,demo/stock_reports/2025-07-29/stocks_on_warehouses.csv
ACC-004,ACC-004,100632545757,Accessorie #4,485,0,485,0,0,0,0,0,0,0,0,Демо-склад Санкт-Петербург,Продажи идут,,Нет продаж,2026-01-05T10:00:00+00:00,demo/stock_reports/2025-07-29/stocks_on_warehouses.csv
ACC-005,ACC-005,100373922635,Accessorie #5,524,0,524,0,0,0,0,0,0,0,0,Демо-склад Санкт-Петербург,Продажи идут,,Нет продаж,2026-01-05T10:00:00+00:00,demo/stock_reports/2025-07-29/stocks_on_warehouses.csv
T-S-001,T-S-001,100994134931,T-Shirt #1,469,0,469,0,0,0,0,0,0,0,0,Демо-склад Москва,Продажи идут,,Нет продаж,2026-01-05T10:00:00+00:00,demo/stock_reports/2025-07-30/stocks_on_warehouses.csv
T-S-002,T-S-002,100023731241,T-Shirt #2,370,0,370,0,0,0,0,0,0,0,0,Демо-склад Москва,Продажи идут,,Нет продаж,2026-01-05T10:00:00+00:00,demo/stock_reports/2025-07-30/stocks_on_warehouses.csv
T-S-003,T-S-003,100563929279,T-Shirt #3,513,0,513,0,0,0,0,0,0,0,0,Демо-склад Москва,Продажи идут,,Нет продаж,2026-01-05T10:00:00+00:00,demo/stock_reports/2025-07-30/stocks_on_warehouses.csv
T-S-004,T-S-004,100112648476,T-Shirt #4,360,0,360,0,0,0,0,0,0,0,0,Демо-склад Москва,Продажи идут,,Нет продаж,2026-01-05T10:00:00+00:00,demo/stock_reports/2025-07-30/stocks_on_warehouses.csv
T-S-005,T-S-005,100907478922,T-Shirt #5,473,0,473,0,0,0,0,0,0,0,0,Демо-склад Москва,Продажи идут,,Нет продаж,2026-01-05T10:00:00+00:00,demo/stock_reports/2025-07-30/stocks_on_warehouses.csv
T-S-006,T-S-006,100904405552,T-Shirt #6,420,0,420,0,0,0,0,0,0,0,0,Демо-склад Москва,Продажи идут,,Нет продаж,2026-01-05T10:00:00+00:00,demo/stock_reports/2025-07-30/stocks_on_warehouses.csv
T-S-007,T-S-007,100680139942,T-Shirt #7,387,0,387,0,0,0,0,0,0,0,0,Демо-склад Москва,Продажи идут,,Нет продаж,2026-01-05T10:00:00+00:00,demo/stock_reports/2025-07-30/stocks_on_warehouses.csv
T-S-008,T-S-008,100251702583,T-Shirt #8,459,0,459,0,0,0,0,0,0,0,0,Демо-склад Москва,Продажи идут,,Нет продаж,2026-01-05T10:00:00+00:00,demo/stock_reports/2025-07-30/stocks_on_warehouses.csv
T-S-009,T-S-009,100013765025,T-Shirt #9,432,0,432,0,0,0,0,0,0,0,0,Демо-склад Москва,Продажи идут,,Нет продаж,2026-01-05T10:00:00+00:00,demo/stock_reports/2025-07-30/stocks_on_warehouses.csv
T-S-010,T-S-010,100415241284,T-Shirt #10,374,0,374,0,0,0,0,0,0,0,0,Демо-склад Москва,Продажи идут,,Нет продаж,2026-01-05T10:00:00+00:00,demo/stock_reports/2025-07-30/stocks_on_warehouses.csv
T-S-011,T-S-011,100875322066,T-Shirt #11,482,0,482,0,0,0,0,0,0,0,0,Демо-склад Москва,Продажи идут,,Нет продаж,2026-01-05T10:00:00+00:00,demo/stock_reports/2025-07-30/stocks_on_warehouses.csv
T-S-012,T-S-012,100140725608,T-Shirt #12,397,0,397,0,0,0,0,0,0,0,0,Демо-склад Москва,Продажи идут,,Нет продаж,2026-01-05T10:00:00+00:00,demo/stock_reports/2025-07-30/stocks_on_warehouses.csv
HOO-001,HOO-001,100915290107,Hoodie #1,381,0,381,0,0,0,0,0,0,0,0,Демо-склад Москва,Продажи идут,,Нет продаж,2026-01-05T10:00:00+00:00,demo/stock_reports/2025-07-30/stocks_on_warehouses.csv
HOO-002,HOO-002,100944886337,Hoodie #2,469,0,469,0,0,0,0,0,0,0,0,Демо-склад Москва,Продажи идут,,Нет продаж,2026-01-05T10:00:00+00:00,demo/stock_reports/2025-07-30/stocks_on_warehouses.csv
HOO-003,HOO-003,100632289495,Hoodie #3,425,0,425,0,0,0,0,0,0,0,0,Демо-склад Москва,Продажи идут,,Нет продаж,2026-01-05T10:00:00+00:00,demo/stock_reports/2025-07-30/stocks_on_warehouses.csv
HOO-004,HOO-004,100189397364,Hoodie #4,466,0,466,0,0,0,0,0,0,0,0,Демо-склад Москва,Продажи идут,,Нет продаж,2026-01-05T10:00:00+00:00,demo/stock_reports/2025-07-30/stocks_on_warehouses.csv
HOO-005,HOO-005,100837022690,Hoodie #5,378,0,378,0,0,0,0,0,0,0,0,Демо-склад Москва,Продажи идут,,Нет продаж,2026-01-05T10:00:00+00:00,demo/stock_reports/2025-07-30/stocks_on_warehouses.csv
HOO-006,HOO-006,100833949272,Hoodie #6,485,0,485,0,0,0,0,0,0,0,0,Демо-склад Москва,Продажи идут,,Нет продаж,2026-01-05T10:00:00+00:00,demo/stock_reports/2025-07-30/stocks_on_warehouses.csv
HOO-007,HOO-007,100756888782,Hoodie #7,478,0,478,0,0,0,0,0,0,0,0,Демо-склад Москва,Продажи идут,,Нет продаж,2026-01-05T10:00:00+00:00,demo/stock_reports/2025-07-30/stocks_on_warehouses.csv
HOO-008,HOO-008,100330810719,Hoodie #8,452,0,452,0,0,0,0,0,0,0,0,Демо-склад Москва,Продажи идут,,Нет продаж,2026-01-05T10:00:00+00:00,demo/stock_reports/2025-07-30/stocks_on_warehouses.csv
CAP-001,CAP-001,100962765858,Cap #1,502,0,502,0,0,0,0,0,0,0,0,Демо-склад Москва,Продажи идут,,Нет продаж,2026-01-05T10:00:00+00:00,demo/stock_reports/2025-07-30/stocks_on_warehouses.csv
CAP-002,CAP-002,100966756760,Cap #2,430,0,430,0,0,0,0,0,0,0,0,Демо-склад Москва,Продажи идут,,Нет продаж,2026-01-05T10:00:00+00:00,demo/stock_reports/2025-07-30/stocks_on_warehouses.csv
CAP-003,CAP-003,100037577486,Cap #3,478,0,478,0,0,0,0,0,0,0,0,Демо-склад Москва,Продажи идут,,Нет продаж,2026-01-05T10:00:00+00:00,demo/stock_reports/2025-07-30/stocks_on_warehouses.csv
CAP-004,CAP-004,100623141549,Cap #4,494,0,494,0,0,0,0,0,0,0,0,Демо-склад Москва,Продажи идут,,Нет продаж,2026-01-05T10:00:00+00:00,demo/stock_reports/2025-07-30/stocks_on_warehouses.csv
CAP-005,CAP-005,100948856891,Cap #5,419,0,419,0,0,0,0,0,0,0,0,Демо-склад Москва,Продажи идут,,Нет продаж,2026-01-05T10:00:00+00:00,demo/stock_reports/2025-07-30/stocks_on_warehouses.csv
ACC-001,ACC-001,100287596370,Accessorie #1,392,0,392,0,0,0,0,0,0,0,0,Демо-склад Москва,Продажи идут,,Нет продаж,2026-01-05T10:00:00+00:00,demo/stock_reports/2025-07-30/stocks_on_warehouses.csv
ACC-002,ACC-002,100284654312,Accessorie #2,339,0,339,0,0,0,0,0,0,0,0,Демо-склад Москва,Продажи идут,,Нет продаж,2026-01-05T10:00:00+00:00,demo/stock_reports/2025-07-30/stocks_on_warehouses.csv
ACC-003,ACC-003,100280958590,Accessorie #3,414,0,414,0,0,0,0,0,0,0,0,Демо-склад Москва,Продажи идут,,Нет продаж,2026-01-05T10:00:00+00:00,demo/stock_reports/2025-07-30/stocks_on_warehouses.csv
ACC-004,ACC-004,100632545757,Accessorie #4,536,0,536,0,0,0,0,0,0,0,0,Демо-склад Москва,Продажи идут,,Нет продаж,2026-01-05T10:00:00+00:00,demo/stock_reports/2025-07-30/stocks_on_warehouses.csv
ACC-005,ACC-005,100373922635,Accessorie #5,538,0,538,0,0,0,0,0,0,0,0,Демо-склад Москва,Продажи идут,,Нет продаж,2026-01-05T10:00:00+00:00,demo/stock_reports/2025-07-30/stocks_on_warehouses.csv
T-S-001,T-S-001,100994134931,T-Shirt #1,376,0,376,0,0,0,0,0,0,0,0,Демо-склад Санкт-Петербург,Продажи идут,,Нет продаж,2026-01-05T10:00:00+00:00,demo/stock_reports/2025-07-30/stocks_on_warehouses.csv
T-S-002,T-S-002,100023731241,T-Shirt #2,389,0,389,0,0,0,0,0,0,0,0,Демо-склад Санкт-Петербург,Продажи идут,,Нет продаж,2026-01-05T10:00:00+00:00,demo/stock_reports/2025-07-30/stocks_on_warehouses.csv
T-S-003,T-S-003,100563929279,T-Shirt #3,476,0,476,0,0,0,0,0,0,0,0,Демо-склад Санкт-Петербург,Продажи идут,,Нет продаж,2026-01-05T10:00:00+00:00,demo/stock_reports/2025-07-30/stocks_on_warehouses.csv
T-S-004,T-S-004,100112648476,T-Shirt #4,304,0,304,0,0,0,0,0,0,0,0,Демо-склад Санкт-Петербург,Продажи идут,,Нет продаж,2026-01-05T10:00:00+00:00,demo/stock_reports/2025-07-30/stocks_on_warehouses.csv
T-S-005,T-S-005,100907478922,T-Shirt #5,453,0,453,0,0,0,0,0,0,0,0,Демо-склад Санкт-Петербург,Продажи идут,,Нет продаж,2026-01-05T10:00:00+00:00,demo/stock_reports/2025-07-30/stocks_on_warehouses.csv
T-S-006,T-S-006,100904405552,T-Shirt #6,372,0,372,0,0,0,0,0,0,0,0,Демо-склад Санкт-Петербург,Продажи идут,,Нет продаж,2026-01-05T10:00:00+00:00,demo/stock_reports/2025-07-30/stocks_on_warehouses.csv
T-S-007,T-S-007,100680139942,T-Shirt #7,437,0,437,0,0,0,0,0,0,0,0,Демо-склад Санкт-Петербург,Продажи идут,,Нет продаж,2026-01-05T10:00:00+00:00,demo/stock_reports/2025-07-30/stocks_on_warehouses.csv
T-S-008,T-S-008,100251702583,T-Shirt #8,409,0,409,0,0,0,0,0,0,0,0,Демо-склад Санкт-Петербург,Продажи идут,,Нет продаж,2026-01-05T10:00:00+00:00,demo/stock_reports/2025-07-30/stocks_on_warehouses.csv
T-S-009,T-S-009,100013765025,T-Shirt #9,384,0,384,0,0,0,0,0,0,0,0,Демо-склад Санкт-Петербург,Продажи идут,,Нет продаж,2026-01-05T10:00:00+00:00,demo/stock_reports/2025-07-30/stocks_on_warehouses.csv
T-S-010,T-S-010,100415241284,T-Shirt #10,299,0,299,0,0,0,0,0,0,0,0,Демо-склад Санкт-Петербург,Продажи идут,,Нет продаж,2026-01-05T10:00:00+00:00,demo/stock_reports/2025-07-30/stocks_on_warehouses.csv
T-S-011,T-S-011,100875322066,T-Shirt #11,399,0,399,0,0,0,0,0,0,0,0,Демо-склад Санкт-Петербург,Продажи идут,,Нет продаж,2026-01-05T10:00:00+00:00,demo/stock_reports/2025-07-30/stocks_on_warehouses.csv
T-S-012,T-S-012,100140725608,T-Shirt #12,360,0,360,0,0,0,0,0,0,0,0,Демо-склад Санкт-Петербург,Продажи идут,,Нет продаж,2026-01-05T10:00:00+00:00,demo/stock_reports/2025-07-30/stocks_on_warehouses.csv
HOO-001,HOO-001,100915290107,Hoodie #1,395,0,395,0,0,0,0,0,0,0,0,Демо-склад Санкт-Петербург,Продажи идут,,Нет продаж,2026-01-05T10:00:00+00:00,demo/stock_reports/2025-07-30/stocks_on_warehouses.csv
HOO-002,HOO-002,100944886337,Hoodie #2,375,0,375,0,0,0,0,0,0,0,0,Демо-склад Санкт-Петербург,Продажи идут,,Нет продаж,2026-01-05T10:00:00+00:00,demo/stock_reports/2025-07-30/stocks_on_warehouses.csv
HOO-003,HOO-003,100632289495,Hoodie #3,476,0,476,0,0,0,0,0,0,0,0,Демо-склад Санкт-Петербург,Продажи идут,,Нет продаж,2026-01-05T10:00:00+00:00,demo/stock_reports/2025-07-30/stocks_on_warehouses.csv
HOO-004,HOO-004,100189397364,Hoodie #4,435,0,435,0,0,0,0,0,0,0,0,Демо-склад Санкт-Петербург,Продажи идут,,Нет продаж,2026-01-05T10:00:00+00:00,demo/stock_reports/2025-07-30/stocks_on_warehouses.csv
HOO-005,HOO-005,100837022690,Hoodie #5,487,0,487,0,0,0,0,0,0,0,0,Демо-склад Санкт-Петербург,Продажи идут,,Нет продаж,2026-01-05T10:00:00+00:00,demo/stock_reports/2025-07-30/stocks_on_warehouses.csv
HOO-006,HOO-006,100833949272,Hoodie #6,400,0,400,0,0,0,0,0,0,0,0,Демо-склад Санкт-Петербург,Продажи идут,,Нет продаж,2026-01-05T10:00:00+00:00,demo/stock_reports/2025-07-30/stocks_on_warehouses.csv
HOO-007,HOO-007,100756888782,Hoodie #7,472,0,472,0,0,0,0,0,0,0,0,Демо-склад Санкт-Петербург,Продажи идут,,Нет продаж,2026-01-05T10:00:00+00:00,demo/stock_reports/2025-07-30/stocks_on_warehouses.csv
HOO-008,HOO-008,100330810719,Hoodie #8,471,0,471,0,0,0,0,0,0,0,0,Демо-склад Санкт-Петербург,Продажи идут,,Нет продаж,2026-01-05T10:00:00+00:00,demo/stock_reports/2025-07-30/stocks_on_warehouses.csv
CAP-001,CAP-001,100962765858,Cap #1,388,0,388,0,0,0,0,0,0,0,0,Демо-склад Санкт-Петербург,Продажи идут,,Нет продаж,2026-01-05T10:00:00+00:00,demo/stock_reports/2025-07-30/stocks_on_warehouses.csv
CAP-002,CAP-002,100966756760,Cap #2,410,0,410,0,0,0,0,0,0,0,0,Демо-склад Санкт-Петербург,Продажи идут,,Нет продаж,2026-01-05T10:00:00+00:00,demo/stock_reports/2025-07-30/stocks_on_warehouses.csv
CAP-003,CAP-003,100037577486,Cap #3,401,0,401,0,0,0,0,0,0,0,0,Демо-склад Санкт-Петербург,Продажи идут,,Нет продаж,2026-01-05T10:00:00+00:00,demo/stock_reports/2025-07-30/stocks_on_warehouses.csv
CAP-004,CAP-004,100623141549,Cap #4,423,0,423,0,0,0,0,0,0,0,0,Демо-склад Санкт-Петербург,Продажи идут,,Нет продаж,2026-01-05T10:00:00+00:00,demo/stock_reports/2025-07-30/stocks_on_warehouses.csv
CAP-005,CAP-005,100948856891,Cap #5,444,0,444,0,0,0,0,0,0,0,0,Демо-склад Санкт-Петербург,Продажи идут,,Нет продаж,2026-01-05T10:00:00+00:00,demo/stock_reports/2025-07-30/stocks_on_warehouses.csv
ACC-001,ACC-001,100287596370,Accessorie #1,527,0,527,0,0,0,0,0,0,0,0,Демо-склад Санкт-Петербург,Продажи идут,,Нет продаж,2026-01-05T10:00:00+00:00,demo/stock_reports/2025-07-30/stocks_on_warehouses.csv
ACC-002,ACC-002,100284654312,Accessorie #2,380,0,380,0,0,0,0,0,0,0,0,Демо-склад Санкт-Петербург,Продажи идут,,Нет продаж,2026-01-05T10:00:00+00:00,demo/stock_reports/2025-07-30/stocks_on_warehouses.csv
ACC-003,ACC-003,100280958590,Accessorie #3,432,0,432,0,0,0,0,0,0,0,0,Демо-склад Санкт-Петербург,Продажи идут,,Нет продаж,2026-01-05T10:00:00+00:00,demo/stock_reports/2025-07-30/stocks_on_warehouses.csv
ACC-004,ACC-004,100632545757,Accessorie #4,485,0,485,0,0,0,0,0,0,0,0,Демо-склад Санкт-Петербург,Продажи идут,,Нет продаж,2026-01-05T10:00:00+00:00,demo/stock_reports/2025-07-30/stocks_on_warehouses.csv
ACC-005,ACC-005,100373922635,Accessorie #5,524,0,524,0,0,0,0,0,0,0,0,Демо-склад Санкт-Петербург,Продажи идут,,Нет продаж,2026-01-05T10:00:00+00:00,demo/stock_reports/2025-07-30/stocks_on_warehouses.csv
T-S-001,T-S-001,100994134931,T-Shirt #1,469,0,469,0,0,0,0,0,0,0,0,Демо-склад Москва,Продажи идут,,Нет продаж,2026-01-05T10:00:00+00:00,demo/stock_reports/2025-07-31/stocks_on_warehouses.csv
T-S-002,T-S-002,100023731241,T-Shirt #2,370,0,370,0,0,0,0,0,0,0,0,Демо-склад Москва,Продажи идут,,Нет продаж,2026-01-05T10:00:00+00:00,demo/stock_reports/2025-07-31/stocks_on_warehouses.csv
T-S-003,T-S-003,100563929279,T-Shirt #3,513,0,513,0,0,0,0,0,0,0,0,Демо-склад Москва,Продажи идут,,Нет продаж,2026-01-05T10:00:00+00:00,demo/stock_reports/2025-07-31/stocks_on_warehouses.csv
T-S-004,T-S-004,100112648476,T-Shirt #4,360,0,360,0,0,0,0,0,0,0,0,Демо-склад Москва,Продажи идут,,Нет продаж,2026-01-05T10:00:00+00:00,demo/stock_reports/2025-07-31/stocks_on_warehouses.csv
T-S-005,T-S-005,100907478922,T-Shirt #5,473,0,473,0,0,0,0,0,0,0,0,Демо-склад Москва,Продажи идут,,Нет продаж,2026-01-05T10:00:00+00:00,demo/stock_reports/2025-07-31/stocks_on_warehouses.csv
T-S-006,T-S-006,100904405552,T-Shirt #6,420,0,420,0,0,0,0,0,0,0,0,Демо-склад Москва,Продажи идут,,Нет продаж,2026-01-05T10:00:00+00:00,demo/stock_reports/2025-07-31/stocks_on_warehouses.csv
T-S-007,T-S-007,100680139942,T-Shirt #7,387,0,387,0,0,0,0,0,0,0,0,Демо-склад Москва,Продажи идут,,Нет продаж,2026-01-05T10:00:00+00:00,demo/stock_reports/2025-07-31/stocks_on_warehouses.csv
T-S-008,T-S-008,100251702583,T-Shirt #8,459,0,459,0,0,0,0,0,0,0,0,Демо-склад Москва,Продажи идут,,Нет продаж,2026-01-05T10:00:00+00:00,demo/stock_reports/2025-07-31/stocks_on_warehouses.csv
T-S-009,T-S-009,100013765025,T-Shirt #9,431,0,431,0,0,0,0,0,0,0,0,Демо-склад Москва,Продажи идут,,Нет продаж,2026-01-05T10:00:00+00:00,demo/stock_reports/2025-07-31/stocks_on_warehouses.csv
T-S-010,T-S-010,100415241284,T-Shirt #10,373,0,373,0,0,0,0,0,0,0,0,Демо-склад Москва,Продажи идут,,Нет продаж,2026-01-05T10:00:00+00:00,demo/stock_reports/2025-07-31/stocks_on_warehouses.csv
T-S-011,T-S-011,100875322066,T-Shirt #11,482,0,482,0,0,0,0,0,0,0,0,Демо-склад Москва,Продажи идут,,Нет продаж,2026-01-05T10:00:00+00:00,demo/stock_reports/2025-07-31/stocks_on_warehouses.csv
T-S-012,T-S-012,100140725608,T-Shirt #12,397,0,397,0,0,0,0,0,0,0,0,Демо-склад Москва,Продажи идут,,Нет продаж,2026-01-05T10:00:00+00:00,demo/stock_reports/2025-07-31/stocks_on_warehouses.csv
HOO-001,HOO-001,100915290107,Hoodie #1,381,0,381,0,0,0,0,0,0,0,0,Демо-склад Москва,Продажи идут,,Нет продаж,2026-01-05T10:00:00+00:00,demo/stock_reports/2025-07-31/stocks_on_warehouses.csv
HOO-002,HOO-002,100944886337,Hoodie #2,469,0,469,0,0,0,0,0,0,0,0,Демо-склад Москва,Продажи идут,,Нет продаж,2026-01-05T10:00:00+00:00,demo/stock_reports/2025-07-31/stocks_on_warehouses.csv
HOO-003,HOO-003,100632289495,Hoodie #3,425,0,425,0,0,0,0,0,0,0,0,Демо-склад Москва,Продажи идут,,Нет продаж,2026-01-05T10:00:00+00:00,demo/stock_reports/2025-07-31/stocks_on_warehouses.csv
HOO-004,HOO-004,100189397364,Hoodie #4,466,0,466,0,0,0,0,0,0,0,0,Демо-склад Москва,Продажи идут,,Нет продаж,2026-01-05T10:00:00+00:00,demo/stock_reports/2025-07-31/stocks_on_warehouses.csv
HOO-005,HOO-005,100837022690,Hoodie #5,376,0,376,0,0,0,0,0,0,0,0,Демо-склад Москва,Продажи идут,,Нет продаж,2026-01-05T10:00:00+00:00,demo/stock_reports/2025-07-31/stocks_on_warehouses.csv
HOO-006,HOO-006,100833949272,Hoodie #6,485,0,485,0,0,0,0,0,0,0,0,Демо-склад Москва,Продажи идут,,Нет продаж,2026-01-05T10:00:00+00:00,demo/stock_reports/2025-07-31/stocks_on_warehouses.csv
HOO-007,HOO-007,100756888782,Hoodie #7,478,0,478,0,0,0,0,0,0,0,0,Демо-склад Москва,Продажи идут,,Нет продаж,2026-01-05T10:00:00+00:00,demo/stock_reports/2025-07-31/stocks_on_warehouses.csv
HOO-008,HOO-008,100330810719,Hoodie #8,452,0,452,0,0,0,0,0,0,0,0,Демо-склад Москва,Продажи идут,,Нет продаж,2026-01-05T10:00:00+00:00,demo/stock_reports/2025-07-31/stocks_on_warehouses.csv
CAP-001,CAP-001,100962765858,Cap #1,502,0,502,0,0,0,0,0,0,0,0,Демо-склад Москва,Продажи идут,,Нет продаж,2026-01-05T10:00:00+00:00,demo/stock_reports/2025-07-31/stocks_on_warehouses.csv
CAP-002,CAP-002,100966756760,Cap #2,429,0,429,0,0,0,0,0,0,0,0,Демо-склад Москва,Продажи идут,,Нет продаж,2026-01-05T10:00:00+00:00,demo/stock_reports/2025-07-31/stocks_on_warehouses.csv
CAP-003,CAP-003,100037577486,Cap #3,478,0,478,0,0,0,0,0,0,0,0,Демо-склад Москва,Продажи идут,,Нет продаж,2026-01-05T10:00:00+00:00,demo/stock_reports/2025-07-31/stocks_on_warehouses.csv
CAP-004,CAP-004,100623141549,Cap #4,494,0,494,0,0,0,0,0,0,0,0,Демо-склад Москва,Продажи идут,,Нет продаж,2026-01-05T10:00:00+00:00,demo/stock_reports/2025-07-31/stocks_on_warehouses.csv
CAP-005,CAP-005,100948856891,Cap #5,419,0,419,0,0,0,0,0,0,0,0,Демо-склад Москва,Продажи идут,,Нет продаж,2026-01-05T10:00:00+00:00,demo/stock_reports/2025-07-31/stocks_on_warehouses.csv
ACC-001,ACC-001,100287596370,Accessorie #1,392,0,392,0,0,0,0,0,0,0,0,Демо-склад Москва,Продажи идут,,Нет продаж,2026-01-05T10:00:00+00:00,demo/stock_reports/2025-07-31/stocks_on_warehouses.csv
ACC-002,ACC-002,100284654312,Accessorie #2,339,0,339,0,0,0,0,0,0,0,0,Демо-склад Москва,Продажи идут,,Нет продаж,2026-01-05T10:00:00+00:00,demo/stock_reports/2025-07-31/stocks_on_warehouses.csv
ACC-003,ACC-003,100280958590,Accessorie #3,414,0,414,0,0,0,0,0,0,0,0,Демо-склад Москва,Продажи идут,,Нет продаж,2026-01-05T10:00:00+00:00,demo/stock_reports/2025-07-31/stocks_on_warehouses.csv
ACC-004,ACC-004,100632545757,Accessorie #4,536,0,536,0,0,0,0,0,0,0,0,Демо-склад Москва,Продажи идут,,Нет продаж,2026-01-05T10:00:00+00:00,demo/stock_reports/2025-07-31/stocks_on_warehouses.csv
ACC-005,ACC-005,100373922635,Accessorie #5,538,0,538,0,0,0,0,0,0,0,0,Демо-склад Москва,Продажи идут,,Нет продаж,2026-01-05T10:00:00+00:00,demo/stock_reports/2025-07-31/stocks_on_warehouses.csv
T-S-001,T-S-001,100994134931,T-Shirt #1,376,0,376,0,0,0,0,0,0,0,0,Демо-склад Санкт-Петербург,Продажи идут,,Нет продаж,2026-01-05T10:00:00+00:00,demo/stock_reports/2025-07-31/stocks_on_warehouses.csv
T-S-002,T-S-002,100023731241,T-Shirt #2,389,0,389,0,0,0,0,0,0,0,0,Демо-склад Санкт-Петербург,Продажи идут,,Нет продаж,2026-01-05T10:00:00+00:00,demo/stock_reports/2025-07-31/stocks_on_warehouses.csv
T-S-003,T-S-003,100563929279,T-Shirt #3,476,0,476,0,0,0,0,0,0,0,0,Демо-склад Санкт-Петербург,Продажи идут,,Нет продаж,2026-01-05T10:00:00+00:00,demo/stock_reports/2025-07-31/stocks_on_warehouses.csv
T-S-004,T-S-004,100112648476,T-Shirt #4,304,0,304,0,0,0,0,0,0,0,0,Демо-склад Санкт-Петербург,Продажи идут,,Нет продаж,2026-01-05T10:00:00+00:00,demo/stock_reports/2025-07-31/stocks_on_warehouses.csv
T-S-005,T-S-005,100907478922,T-Shirt #5,453,0,453,0,0,0,0,0,0,0,0,Демо-склад Санкт-Петербург,Продажи идут,,Нет продаж,2026-01-05T10:00:00+00:00,demo/stock_reports/2025-07-31/stocks_on_warehouses.csv
T-S-006,T-S-006,100904405552,T-Shirt #6,372,0,372,0,0,0,0,0,0,0,0,Демо-склад Санкт-Петербург,Продажи идут,,Нет продаж,2026-01-05T10:00:00+00:00,demo/stock_reports/2025-07-31/stocks_on_warehouses.csv
T-S-007,T-S-007,100680139942,T-Shirt #7,437,0,437,0,0,0,0,0,0,0,0,Демо-склад Санкт-Петербург,Продажи идут,,Нет продаж,2026-01-05T10:00:00+00:00,demo/stock_reports/2025-07-31/stocks_on_warehouses.csv
T-S-008,T-S-008,100251702583,T-Shirt #8,409,0,409,0,0,0,0,0,0,0,0,Демо-склад Санкт-Петербург,Продажи идут,,Нет продаж,2026-01-05T10:00:00+00:00,demo/stock_reports/2025-07-31/stocks_on_warehouses.csv
T-S-009,T-S-009,100013765025,T-Shirt #9,383,0,383,0,0,0,0,0,0,0,0,Демо-склад Санкт-Петербург,Продажи идут,,Нет продаж,2026-01-05T10:00:00+00:00,demo/stock_reports/2025-07-31/stocks_on_warehouses.csv
T-S-010,T-S-010,100415241284,T-Shirt #10,298,0,298,0,0,0,0,0,0,0,0,Демо-склад Санкт-Петербург,Продажи идут,,Нет продаж,2026-01-05T10:00:00+00:00,demo/stock_reports/2025-07-31/stocks_on_warehouses.csv
T-S-011,T-S-011,100875322066,T-Shirt #11,399,0,399,0,0,0,0,0,0,0,0,Демо-склад Санкт-Петербург,Продажи идут,,Нет продаж,2026-01-05T10:00:00+00:00,demo/stock_reports/2025-07-31/stocks_on_warehouses.csv
T-S-012,T-S-012,100140725608,T-Shirt #12,360,0,360,0,0,0,0,0,0,0,0,Демо-склад Санкт-Петербург,Продажи идут,,Нет продаж,2026-01-05T10:00:00+00:00,demo/stock_reports/2025-07-31/stocks_on_warehouses.csv
HOO-001,HOO-001,100915290107,Hoodie #1,395,0,395,0,0,0,0,0,0,0,0,Демо-склад Санкт-Петербург,Продажи идут,,Нет продаж,2026-01-05T10:00:00+00:00,demo/stock_reports/2025-07-31/stocks_on_warehouses.csv
HOO-002,HOO-002,100944886337,Hoodie #2,375,0,375,0,0,0,0,0,0,0,0,Демо-склад Санкт-Петербург,Продажи идут,,Нет продаж,2026-01-05T10:00:00+00:00,demo/stock_reports/2025-07-31/stocks_on_warehouses.csv
HOO-003,HOO-003,100632289495,Hoodie #3,476,0,476,0,0,0,0,0,0,0,0,Демо-склад Санкт-Петербург,Продажи идут,,Нет продаж,2026-01-05T10:00:00+00:00,demo/stock_reports/2025-07-31/stocks_on_warehouses.csv
HOO-004,HOO-004,100189397364,Hoodie #4,435,0,435,0,0,0,0,0,0,0,0,Демо-склад Санкт-Петербург,Продажи идут,,Нет продаж,2026-01-05T10:00:00+00:00,demo/stock_reports/2025-07-31/stocks_on_warehouses.csv
HOO-005,HOO-005,100837022690,Hoodie #5,485,0,485,0,0,0,0,0,0,0,0,Демо-склад Санкт-Петербург,Продажи идут,,Нет продаж,2026-01-05T10:00:00+00:00,demo/stock_reports/2025-07-31/stocks_on_warehouses.csv
HOO-006,HOO-006,100833949272,Hoodie #6,400,0,400,0,0,0,0,0,0,0,0,Демо-склад Санкт-Петербург,Продажи идут,,Нет продаж,2026-01-05T10:00:00+00:00,demo/stock_reports/2025-07-31/stocks_on_warehouses.csv
HOO-007,HOO-007,100756888782,Hoodie #7,472,0,472,0,0,0,0,0,0,0,0,Демо-склад Санкт-Петербург,Продажи идут,,Нет продаж,2026-01-05T10:00:00+00:00,demo/stock_reports/2025-07-31/stocks_on_warehouses.csv
