ORDER_ID,ORDER_STATUS,CREATION_DATE,ORDER_TYPE,SUMMARY_COMMISSION,SUM_BILLING_PRICE_OF_ITEMS,INCOME_WITHOUT_SERVICES,BUYER_PAYMENT,BUYER_PAYMENT_STATUS,SALE_COMMISSION,BUYER_DELIVERY,CROSSREGIONAL_DELIVERY,BUYER_PAYMENT_ACCEPT,BUYER_PAYMENT_TRANSFER,LOYALTY_PROGRAM,BOOST,INSTALLMENT,WAREHOUSE_PROCESSING,_LOADED_AT,_SOURCE_FILE
ORD-100948,Delivered,09.06.2025,Sale to individual,1134.81,4670.0,3535.19,4670.0,Transferred,700.5,233.5,46.7,23.35,37.36,93.4,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-100949,Delivered,09.06.2025,Sale to individual,549.42,2261.0,1711.58,2261.0,Transferred,339.15,113.05,22.61,11.3,18.09,45.22,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-100950,Delivered,09.06.2025,Sale to individual,1473.92,6065.5,4591.58,6065.5,Transferred,909.82,303.28,60.66,30.33,48.52,121.31,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-100951,Delivered,09.06.2025,Sale to individual,680.4,2800.0,2119.6,2800.0,Transferred,420.0,140.0,28.0,14.0,22.4,56.0,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-100952,Full return accepted at warehouse,09.06.2025,Sale to individual,614.06,2527.0,1912.94,2527.0,Transferred,379.05,126.35,25.27,12.63,20.22,50.54,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-100953,Delivered,09.06.2025,Sale to individual,1239.68,5101.5,3861.82,5101.5,Transferred,765.23,255.08,51.02,25.51,40.81,102.03,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-100954,Delivered,09.06.2025,Sale to individual,245.8,1011.5,765.7,1011.5,Transferred,151.72,50.58,10.12,5.06,8.09,20.23,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-100955,Full return accepted at warehouse,10.06.2025,Sale to individual,612.36,2520.0,1907.64,2520.0,Transferred,378.0,126.0,25.2,12.6,20.16,50.4,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-100956,Delivered,10.06.2025,Sale to individual,349.92,1440.0,1090.08,1440.0,Transferred,216.0,72.0,14.4,7.2,11.52,28.8,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-100957,Delivered,10.06.2025,Sale to individual,428.65,1764.0,1335.35,1764.0,Transferred,264.6,88.2,17.64,8.82,14.11,35.28,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-100958,Delivered,10.06.2025,Sale to individual,1479.76,6089.5,4609.74,6089.5,Transferred,913.42,304.48,60.9,30.45,48.72,121.79,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-100959,Delivered,10.06.2025,Sale to individual,2269.26,9338.5,7069.24,9338.5,Transferred,1400.77,466.93,93.39,46.69,74.71,186.77,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-100960,Delivered,10.06.2025,Sale to individual,1292.76,5320.0,4027.24,5320.0,Transferred,798.0,266.0,53.2,26.6,42.56,106.4,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-100961,Delivered,10.06.2025,Sale to individual,415.53,1710.0,1294.47,1710.0,Transferred,256.5,85.5,17.1,8.55,13.68,34.2,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-100962,Delivered,10.06.2025,Sale to individual,1470.52,6051.5,4580.98,6051.5,Transferred,907.73,302.57,60.52,30.26,48.41,121.03,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-100963,Delivered,10.06.2025,Sale to individual,1068.83,4398.5,3329.67,4398.5,Transferred,659.77,219.93,43.98,21.99,35.19,87.97,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-100964,Delivered,10.06.2025,Sale to individual,1662.12,6840.0,5177.88,6840.0,Transferred,1026.0,342.0,68.4,34.2,54.72,136.8,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-100965,Delivered,11.06.2025,Sale to individual,3129.84,12880.0,9750.16,12880.0,Transferred,1932.0,644.0,128.8,64.4,103.04,257.6,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-100966,Delivered,11.06.2025,Sale to individual,281.63,1159.0,877.37,1159.0,Transferred,173.85,57.95,11.59,5.79,9.27,23.18,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-100967,Delivered,11.06.2025,Sale to individual,493.29,2030.0,1536.71,2030.0,Transferred,304.5,101.5,20.3,10.15,16.24,40.6,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-100968,Delivered,11.06.2025,Sale to individual,1292.76,5320.0,4027.24,5320.0,Transferred,798.0,266.0,53.2,26.6,42.56,106.4,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-100969,Delivered,11.06.2025,Sale to individual,806.87,3320.5,2513.63,3320.5,Transferred,498.07,166.03,33.2,16.6,26.56,66.41,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-100970,Delivered,12.06.2025,Sale to individual,1883.37,7750.5,5867.13,7750.5,Transferred,1162.58,387.53,77.5,38.75,62.0,155.01,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-100972,Delivered,12.06.2025,Sale to individual,1382.79,5690.5,4307.71,5690.5,Transferred,853.57,284.53,56.91,28.45,45.52,113.81,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-100973,Delivered,12.06.2025,Sale to individual,1635.39,6730.0,5094.61,6730.0,Transferred,1009.5,336.5,67.3,33.65,53.84,134.6,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-100974,Delivered,12.06.2025,Sale to individual,996.3,4100.0,3103.7,4100.0,Transferred,615.0,205.0,41.0,20.5,32.8,82.0,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-100975,Delivered,12.06.2025,Sale to individual,1455.57,5990.0,4534.43,5990.0,Transferred,898.5,299.5,59.9,29.95,47.92,119.8,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-100976,Delivered,12.06.2025,Sale to individual,3151.96,12971.0,9819.04,12971.0,Transferred,1945.65,648.55,129.71,64.86,103.77,259.42,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-100977,Delivered,13.06.2025,Sale to individual,2744.44,11294.0,8549.56,11294.0,Transferred,1694.1,564.7,112.94,56.47,90.35,225.88,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-100979,Delivered,13.06.2025,Sale to individual,1117.56,4599.0,3481.44,4599.0,Transferred,689.85,229.95,45.99,23.0,36.79,91.98,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-100981,Delivered,13.06.2025,Sale to individual,2240.21,9219.0,6978.79,9219.0,Transferred,1382.85,460.95,92.19,46.09,73.75,184.38,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-100982,Delivered,13.06.2025,Sale to individual,3125.83,12863.5,9737.67,12863.5,Transferred,1929.52,643.18,128.63,64.32,102.91,257.27,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-100983,Delivered,13.06.2025,Sale to individual,2251.89,9267.0,7015.11,9267.0,Transferred,1390.05,463.35,92.67,46.34,74.14,185.34,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-100984,Delivered,13.06.2025,Sale to individual,1140.39,4693.0,3552.61,4693.0,Transferred,703.95,234.65,46.93,23.46,37.54,93.86,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-100985,Delivered,13.06.2025,Sale to individual,493.29,2030.0,1536.71,2030.0,Transferred,304.5,101.5,20.3,10.15,16.24,40.6,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-100986,Delivered,13.06.2025,Sale to individual,680.4,2800.0,2119.6,2800.0,Transferred,420.0,140.0,28.0,14.0,22.4,56.0,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-100987,Full return accepted at warehouse,14.06.2025,Sale to individual,886.95,3650.0,2763.05,3650.0,Transferred,547.5,182.5,36.5,18.25,29.2,73.0,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-100988,Delivered,14.06.2025,Sale to individual,289.17,1190.0,900.83,1190.0,Transferred,178.5,59.5,11.9,5.95,9.52,23.8,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-100989,Delivered,14.06.2025,Sale to individual,1178.55,4850.0,3671.45,4850.0,Transferred,727.5,242.5,48.5,24.25,38.8,97.0,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-100990,Delivered,14.06.2025,Sale to individual,1675.97,6897.0,5221.03,6897.0,Transferred,1034.55,344.85,68.97,34.48,55.18,137.94,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-100991,Delivered,14.06.2025,Sale to individual,437.4,1800.0,1362.6,1800.0,Transferred,270.0,90.0,18.0,9.0,14.4,36.0,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-100992,Full return accepted at warehouse,14.06.2025,Sale to individual,1939.14,7980.0,6040.86,7980.0,Transferred,1197.0,399.0,79.8,39.9,63.84,159.6,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-100993,Delivered,14.06.2025,Sale to individual,4236.82,17435.5,13198.68,17435.5,Transferred,2615.32,871.78,174.35,87.18,139.48,348.71,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-100994,Delivered,14.06.2025,Sale to individual,1312.2,5400.0,4087.8,5400.0,Transferred,810.0,270.0,54.0,27.0,43.2,108.0,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-100995,Delivered,14.06.2025,Sale to individual,4671.67,19225.0,14553.33,19225.0,Transferred,2883.75,961.25,192.25,96.12,153.8,384.5,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-100996,Delivered,15.06.2025,Sale to individual,575.91,2370.0,1794.09,2370.0,Transferred,355.5,118.5,23.7,11.85,18.96,47.4,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-100997,Delivered,15.06.2025,Sale to individual,1573.43,6475.0,4901.57,6475.0,Transferred,971.25,323.75,64.75,32.38,51.8,129.5,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-100998,Delivered,15.06.2025,Sale to individual,2598.16,10692.0,8093.84,10692.0,Transferred,1603.8,534.6,106.92,53.46,85.54,213.84,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-100999,Delivered,15.06.2025,Sale to individual,646.38,2660.0,2013.62,2660.0,Transferred,399.0,133.0,26.6,13.3,21.28,53.2,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101000,Delivered,15.06.2025,Sale to individual,2148.12,8840.0,6691.88,8840.0,Transferred,1326.0,442.0,88.4,44.2,70.72,176.8,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101001,Delivered,16.06.2025,Sale to individual,3699.56,15224.5,11524.94,15224.5,Transferred,2283.67,761.23,152.25,76.12,121.8,304.49,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101002,Full return accepted at warehouse,16.06.2025,Sale to individual,371.79,1530.0,1158.21,1530.0,Transferred,229.5,76.5,15.3,7.65,12.24,30.6,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101003,Delivered,16.06.2025,Sale to individual,505.55,2080.5,1574.95,2080.5,Transferred,312.07,104.03,20.8,10.4,16.64,41.61,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101004,Delivered,16.06.2025,Sale to individual,2765.34,11380.0,8614.66,11380.0,Transferred,1707.0,569.0,113.8,56.9,91.04,227.6,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101005,Delivered,16.06.2025,Sale to individual,1662.12,6840.0,5177.88,6840.0,Transferred,1026.0,342.0,68.4,34.2,54.72,136.8,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101006,Delivered,16.06.2025,Sale to individual,1668.69,6867.0,5198.31,6867.0,Transferred,1030.05,343.35,68.67,34.34,54.94,137.34,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101007,Full return accepted at warehouse,16.06.2025,Sale to individual,924.13,3803.0,2878.87,3803.0,Transferred,570.45,190.15,38.03,19.02,30.42,76.06,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101008,Delivered,16.06.2025,Sale to individual,1784.11,7342.0,5557.89,7342.0,Transferred,1101.3,367.1,73.42,36.71,58.74,146.84,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101009,Delivered,16.06.2025,Sale to individual,1064.34,4380.0,3315.66,4380.0,Transferred,657.0,219.0,43.8,21.9,35.04,87.6,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101012,Delivered,17.06.2025,Sale to individual,1252.31,5153.5,3901.19,5153.5,Transferred,773.02,257.68,51.54,25.77,41.23,103.07,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101013,Delivered,17.06.2025,Sale to individual,977.83,4024.0,3046.17,4024.0,Transferred,603.6,201.2,40.24,20.12,32.19,80.48,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101014,Delivered,17.06.2025,Sale to individual,1082.21,4453.5,3371.29,4453.5,Transferred,668.02,222.68,44.54,22.27,35.63,89.07,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101015,Delivered,17.06.2025,Sale to individual,680.4,2800.0,2119.6,2800.0,Transferred,420.0,140.0,28.0,14.0,22.4,56.0,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101016,Delivered,17.06.2025,Sale to individual,1281.22,5272.5,3991.28,5272.5,Transferred,790.88,263.62,52.73,26.36,42.18,105.45,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101017,Delivered,17.06.2025,Sale to individual,1390.07,5720.5,4330.43,5720.5,Transferred,858.07,286.03,57.2,28.6,45.76,114.41,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101018,Delivered,17.06.2025,Sale to individual,1104.55,4545.5,3440.95,4545.5,Transferred,681.82,227.28,45.45,22.73,36.36,90.91,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101019,Delivered,17.06.2025,Sale to individual,1001.77,4122.5,3120.73,4122.5,Transferred,618.38,206.12,41.23,20.61,32.98,82.45,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101020,Delivered,18.06.2025,Sale to individual,702.27,2890.0,2187.73,2890.0,Transferred,433.5,144.5,28.9,14.45,23.12,57.8,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101021,Delivered,18.06.2025,Sale to individual,2668.14,10980.0,8311.86,10980.0,Transferred,1647.0,549.0,109.8,54.9,87.84,219.6,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101023,Delivered,18.06.2025,Sale to individual,2380.07,9794.5,7414.43,9794.5,Transferred,1469.17,489.73,97.95,48.97,78.36,195.89,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101024,Delivered,18.06.2025,Sale to individual,646.38,2660.0,2013.62,2660.0,Transferred,399.0,133.0,26.6,13.3,21.28,53.2,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101025,Delivered,18.06.2025,Sale to individual,1455.57,5990.0,4534.43,5990.0,Transferred,898.5,299.5,59.9,29.95,47.92,119.8,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101026,Delivered,18.06.2025,Sale to individual,2186.27,8997.0,6810.73,8997.0,Transferred,1349.55,449.85,89.97,44.98,71.98,179.94,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101027,Delivered,18.06.2025,Sale to individual,1555.2,6400.0,4844.8,6400.0,Transferred,960.0,320.0,64.0,32.0,51.2,128.0,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101028,Full return accepted at warehouse,19.06.2025,Sale to individual,1319.74,5431.0,4111.26,5431.0,Transferred,814.65,271.55,54.31,27.16,43.45,108.62,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101029,Delivered,19.06.2025,Sale to individual,1942.67,7994.5,6051.83,7994.5,Transferred,1199.17,399.73,79.95,39.97,63.96,159.89,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101030,Delivered,19.06.2025,Sale to individual,906.76,3731.5,2824.74,3731.5,Transferred,559.73,186.58,37.31,18.66,29.85,74.63,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101031,Full return accepted at warehouse,19.06.2025,Sale to individual,1635.39,6730.0,5094.61,6730.0,Transferred,1009.5,336.5,67.3,33.65,53.84,134.6,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101033,Delivered,19.06.2025,Sale to individual,452.47,1862.0,1409.53,1862.0,Transferred,279.3,93.1,18.62,9.31,14.9,37.24,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101034,Delivered,19.06.2025,Sale to individual,578.34,2380.0,1801.66,2380.0,Transferred,357.0,119.0,23.8,11.9,19.04,47.6,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101035,Delivered,19.06.2025,Sale to individual,1553.63,6393.5,4839.87,6393.5,Transferred,959.02,319.68,63.94,31.97,51.15,127.87,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101036,Delivered,20.06.2025,Sale to individual,512.73,2110.0,1597.27,2110.0,Transferred,316.5,105.5,21.1,10.55,16.88,42.2,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101037,Delivered,20.06.2025,Sale to individual,549.42,2261.0,1711.58,2261.0,Transferred,339.15,113.05,22.61,11.3,18.09,45.22,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101038,Delivered,20.06.2025,Sale to individual,396.09,1630.0,1233.91,1630.0,Transferred,244.5,81.5,16.3,8.15,13.04,32.6,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101039,Delivered,20.06.2025,Sale to individual,260.26,1071.0,810.74,1071.0,Transferred,160.65,53.55,10.71,5.36,8.57,21.42,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101040,Delivered,21.06.2025,Sale to individual,2283.11,9395.5,7112.39,9395.5,Transferred,1409.33,469.78,93.95,46.98,75.16,187.91,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101041,Delivered,21.06.2025,Sale to individual,478.96,1971.0,1492.04,1971.0,Transferred,295.65,98.55,19.71,9.86,15.77,39.42,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101042,Full return accepted at warehouse,21.06.2025,Sale to individual,1835.14,7552.0,5716.86,7552.0,Transferred,1132.8,377.6,75.52,37.76,60.42,151.04,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101043,Delivered,21.06.2025,Sale to individual,1292.76,5320.0,4027.24,5320.0,Transferred,798.0,266.0,53.2,26.6,42.56,106.4,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101044,Delivered,21.06.2025,Sale to individual,653.92,2691.0,2037.08,2691.0,Transferred,403.65,134.55,26.91,13.46,21.53,53.82,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101046,Delivered,22.06.2025,Sale to individual,1860.89,7658.0,5797.11,7658.0,Transferred,1148.7,382.9,76.58,38.29,61.26,153.16,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101047,Delivered,22.06.2025,Sale to individual,228.53,940.5,711.97,940.5,Transferred,141.07,47.03,9.4,4.7,7.52,18.81,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101048,Delivered,22.06.2025,Sale to individual,1754.46,7220.0,5465.54,7220.0,Transferred,1083.0,361.0,72.2,36.1,57.76,144.4,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101049,Delivered,22.06.2025,Sale to individual,2018.97,8308.5,6289.53,8308.5,Transferred,1246.27,415.43,83.09,41.54,66.47,166.17,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101050,Delivered,22.06.2025,Sale to individual,1496.88,6160.0,4663.12,6160.0,Transferred,924.0,308.0,61.6,30.8,49.28,123.2,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101051,Delivered,22.06.2025,Sale to individual,1292.76,5320.0,4027.24,5320.0,Transferred,798.0,266.0,53.2,26.6,42.56,106.4,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101052,Delivered,23.06.2025,Sale to individual,717.34,2952.0,2234.66,2952.0,Transferred,442.8,147.6,29.52,14.76,23.62,59.04,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101053,Delivered,23.06.2025,Sale to individual,2452.6,10093.0,7640.4,10093.0,Transferred,1513.95,504.65,100.93,50.47,80.74,201.86,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101054,Delivered,23.06.2025,Sale to individual,505.55,2080.5,1574.95,2080.5,Transferred,312.07,104.03,20.8,10.4,16.64,41.61,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101055,Delivered,23.06.2025,Sale to individual,1124.37,4627.0,3502.63,4627.0,Transferred,694.05,231.35,46.27,23.14,37.02,92.54,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101056,Delivered,23.06.2025,Sale to individual,1325.32,5454.0,4128.68,5454.0,Transferred,818.1,272.7,54.54,27.27,43.63,109.08,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101057,Delivered,24.06.2025,Sale to individual,726.57,2990.0,2263.43,2990.0,Transferred,448.5,149.5,29.9,14.95,23.92,59.8,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101060,Delivered,24.06.2025,Sale to individual,371.79,1530.0,1158.21,1530.0,Transferred,229.5,76.5,15.3,7.65,12.24,30.6,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101061,Delivered,24.06.2025,Sale to individual,2270.35,9343.0,7072.65,9343.0,Transferred,1401.45,467.15,93.43,46.72,74.74,186.86,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101062,Delivered,24.06.2025,Sale to individual,2503.39,10302.0,7798.61,10302.0,Transferred,1545.3,515.1,103.02,51.51,82.42,206.04,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101063,Delivered,25.06.2025,Sale to individual,863.03,3551.5,2688.47,3551.5,Transferred,532.73,177.58,35.52,17.76,28.41,71.03,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101064,Delivered,25.06.2025,Sale to individual,2741.9,11283.5,8541.6,11283.5,Transferred,1692.52,564.18,112.84,56.42,90.27,225.67,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101065,Full return accepted at warehouse,25.06.2025,Sale to individual,596.93,2456.5,1859.57,2456.5,Transferred,368.47,122.83,24.57,12.28,19.65,49.13,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101066,Delivered,25.06.2025,Sale to individual,1117.56,4599.0,3481.44,4599.0,Transferred,689.85,229.95,45.99,23.0,36.79,91.98,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101067,Delivered,25.06.2025,Sale to individual,489.53,2014.5,1524.97,2014.5,Transferred,302.18,100.73,20.14,10.07,16.12,40.29,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101068,Delivered,25.06.2025,Sale to individual,962.66,3961.5,2998.84,3961.5,Transferred,594.23,198.08,39.62,19.81,31.69,79.23,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101069,Delivered,25.06.2025,Sale to individual,1292.76,5320.0,4027.24,5320.0,Transferred,798.0,266.0,53.2,26.6,42.56,106.4,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101070,Delivered,25.06.2025,Sale to individual,2770.31,11400.5,8630.19,11400.5,Transferred,1710.08,570.02,114.0,57.0,91.2,228.01,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101071,Full return accepted at warehouse,25.06.2025,Sale to individual,2579.57,10615.5,8035.93,10615.5,Transferred,1592.33,530.77,106.16,53.08,84.92,212.31,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101072,Delivered,26.06.2025,Sale to individual,646.38,2660.0,2013.62,2660.0,Transferred,399.0,133.0,26.6,13.3,21.28,53.2,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101073,Delivered,26.06.2025,Sale to individual,2131.36,8771.0,6639.64,8771.0,Transferred,1315.65,438.55,87.71,43.86,70.17,175.42,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101074,Delivered,26.06.2025,Sale to individual,646.38,2660.0,2013.62,2660.0,Transferred,399.0,133.0,26.6,13.3,21.28,53.2,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101075,Delivered,26.06.2025,Sale to individual,347.0,1428.0,1081.0,1428.0,Transferred,214.2,71.4,14.28,7.14,11.42,28.56,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101077,Full return accepted at warehouse,26.06.2025,Sale to individual,3176.38,13071.5,9895.12,13071.5,Transferred,1960.72,653.58,130.72,65.36,104.57,261.43,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101078,Full return accepted at warehouse,26.06.2025,Sale to individual,1353.76,5571.0,4217.24,5571.0,Transferred,835.65,278.55,55.71,27.86,44.57,111.42,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101079,Delivered,26.06.2025,Sale to individual,260.26,1071.0,810.74,1071.0,Transferred,160.65,53.55,10.71,5.36,8.57,21.42,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101081,Delivered,26.06.2025,Sale to individual,1822.99,7502.0,5679.01,7502.0,Transferred,1125.3,375.1,75.02,37.51,60.02,150.04,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101082,Delivered,27.06.2025,Sale to individual,972.0,4000.0,3028.0,4000.0,Transferred,600.0,200.0,40.0,20.0,32.0,80.0,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101083,Delivered,27.06.2025,Sale to individual,646.38,2660.0,2013.62,2660.0,Transferred,399.0,133.0,26.6,13.3,21.28,53.2,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101084,Full return accepted at warehouse,27.06.2025,Sale to individual,2149.95,8847.5,6697.55,8847.5,Transferred,1327.12,442.38,88.48,44.24,70.78,176.95,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101085,Delivered,27.06.2025,Sale to individual,646.38,2660.0,2013.62,2660.0,Transferred,399.0,133.0,26.6,13.3,21.28,53.2,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101086,Delivered,28.06.2025,Sale to individual,1222.29,5030.0,3807.71,5030.0,Transferred,754.5,251.5,50.3,25.15,40.24,100.6,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
